NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
ROBERTO TEIXEIRA DA SILVA,20856,VEREADOR,1161
JOSE NUNES DE MOURA,20821.8,VEREADOR,695
JESLEY AUGUSTO RIBEIRO DE ALBUQUERQUE,20813.9,VEREADOR,378
HYLARIO DE CARVALHO MOTA,20780,VEREADOR,207
ANA ELIZA BARRETO MACHADO,20762.2,VEREADOR,499
MARCOS ROSA DE SOUSA,20708.559999999998,VEREADOR,1610
SAVIO MONTEIRO MEIRELES,20670.62,VEREADOR,329
ROSANGELA PEREIRA DE MELO,20638.75,VEREADOR,89
JUCIMMEIRY BARBOSA DA SILVA,20631.1,VEREADOR,143
NAIANE DA CONCEICAO SANTOS,20631.1,VEREADOR,35
FABRICIO BONFIM DE SOUSA,20621.85,VEREADOR,1365
REGIA LUCIA NEGALHES BRITO MOTA,20612.58,VEREADOR,40
MARIA TEREZA VARGAS,20560,VEREADOR,181
MARK REBERT RODRIGUES DA SILVA,20555.85,VEREADOR,170
MARTA IRAUVA FREITAS MACIEL BELO,20552,VEREADOR,199
MARCELO CONRADO,20550,VEREADOR,815
NILVA FERREIRA RIBEIRO,20501.9,VEREADOR,167
ADMILSON PEREIRA VALVERDE,20500,VEREADOR,267
ALAOR LEMES MENDANHA,20500,VEREADOR,886
BASILEU MAGNOLIO DA SILVA,20500,VEREADOR,558
CESAR DI TANNO,20500,VEREADOR,157
LUCIMAR NOGUEIRA SOUSA,20500,VEREADOR,160
RICHARD ROCHA BATISTA,20500,VEREADOR,318
ROGERIO PEREIRA DA SILVA,20485.36,VEREADOR,23
TULIO ISAC CARNEIRO,20440,VEREADOR,417
CRISTIANCLEY DOS SANTOS BARROS,20400,VEREADOR,1199
JOSE RICARDO RIBEIRO PANTALEÃO,20385.760000000002,VEREADOR,435
ROSA MARIA RIBEIRO DE SOUSA,20355,VEREADOR,44
TANIA MARIA DE MELO ALVES COELHO,20300,VEREADOR,707
YNAÊ SIQUEIRA CURADO,20292.09,VEREADOR,350
FABIANA DE PAULA BAIA,20270,VEREADOR,322
JOSÉ RICARDO DA CUNHA TELES,20210.37,VEREADOR,428
GLAUCO BORGES DE ARAUJO,20120,VEREADOR,1444
LUCIANO CONCEIÇÃO COSMO,20100,VEREADOR,247
NICANOR FILGUEIRA DO REGO,20100,VEREADOR,59
REGINA CELIA CAVALCANTE LEITE,20100,VEREADOR,154
OSMAR FLORINDO SANTANA,20049,VEREADOR,128
MARIA DO SOCORRO COSTA SILVA MAGELA,20014,VEREADOR,71
ADJANIA CANDIDA BORGES,20000,VEREADOR,360
CAMILA CRISTINA FIRMINO BELLE,20000,VEREADOR,66
CLEIDE NEVES GUARDA,20000,VEREADOR,267
CLEONICE LOPES DE ANDRADE SILVA,20000,VEREADOR,72
DEUSDETE SOARES BENEVIDES,20000,VEREADOR,581
DJALMA FRANCISCO DOS SANTOS,20000,VEREADOR,48
FLORICE BELLE PIMENTEL MAXIMO,20000,VEREADOR,55
GUSTAVO SIQUEIRA ALEIXO,20000,VEREADOR,233
HELIA FERREIRA LUCENA,20000,VEREADOR,89
JUCENIRA BATISTA MACHADO,20000,VEREADOR,166
LUCIMEIRE ISABEL DE SOUSA LOPES,20000,VEREADOR,1131
NILVA ROSA DOS ANJOS,20000,VEREADOR,323
RENATA PEREIRA DA COSTA SILVA,20000,VEREADOR,127
RONALDO DIAS DOS SANTOS,20000,VEREADOR,336
MAGNO CESAR OLIVEIRA PEREIRA,19935.239999999998,VEREADOR,244
JONAS BATISTA BARBOSA,19890,VEREADOR,722
ROLISSANDRO MARCIO DOS SANTOS,19840,VEREADOR,1153
JOCELINO ALVES DE LIMA,19812,VEREADOR,704
JOAO ALVES DE SOUSA,19804.91,VEREADOR,180
HILDO ANICETO PEREIRA,19800,VEREADOR,585
RISOLETO ALVES MOREIRA NETO,19770,VEREADOR,255
GERLOS MENDONÇA DE MORAIS,19690,VEREADOR,1303
RODRIGO ALVES CARVELO,19649.489999999998,VEREADOR,1098
NAYARA DE MORAIS SILVA,19640.7,VEREADOR,82
CARLOS ANTONIO DA SILVA,19622.18,VEREADOR,1226
HILÁRIO GIACOMET,19608.35,VEREADOR,1804
FRANCISCO EDIVAM VIANA DA SILVA,19590,VEREADOR,329
PEDRO ANTONIO PEREIRA DE AZEVEDO,19572.36,VEREADOR,159
DANIEL MENDES DA SILVA,19502.08,VEREADOR,348
JOSE FERNANDO FERREIRA DA SILVA,19450.98,VEREADOR,719
BRUNO HERNANDEZ ALMEIDA DE ARAÚJO,19435,VEREADOR,318
JANAINA REJANE CARVALHO SILVA,19285,VEREADOR,743
JOSE LUIS DOS SANTOS OLIVEIRA,19265,VEREADOR,551
LUIZ ROBERTO BOTOSSO JUNIOR,19209.4,VEREADOR,952
ADILSON DE CARVALHO,19186.86,VEREADOR,1330
LETICIA LACERDA MENDES,19173.11,VEREADOR,29
ANDREI APARECIDO RIBEIRO DE SOUZA BARBOSA,19135,VEREADOR,535
DURVAL GOMES DE OLIVEIRA,19030.02,VEREADOR,1103
ARNALDO LEITE DE SOUZA,19022.99,VEREADOR,2208
ALUISIO MORAES DOS REIS,19000,VEREADOR,826
UBIRATAN REGINALDO NERIS SAMPAIO,18983.460000000003,VEREADOR,1271
NELSON REMY GILLET,18976.33,VEREADOR,547
FLÁVIA BORGES FURTADO,18960.940000000002,VEREADOR,946
LÚCIA CAMILO DEEP,18900,VEREADOR,60
MARCOS GOULART DE ARAUJO,18893.75,VEREADOR,955
ANTÔNIO ALVES NASCIMENTO,18879,VEREADOR,75
SARA CRISTINA SILVA SANTOS FERNANDES DA CRUZ,18823,VEREADOR,53
LUIZ ANTONIO TEOFILO ROSA,18819.1,VEREADOR,1240
ELCILENE PEREIRA DOS ANJOS MORAES,18788,VEREADOR,38
MATEUS FERREIRA DA SILVA,18767.08,VEREADOR,913
RONALDO JOSÉ ROCHA MOTA,18750,VEREADOR,517
JOSÉ GUIDÃO MARTINS SIQUEIRA,18734.58,VEREADOR,158
FERNANDA FLORENTINO DE SOUSA,18720,VEREADOR,697
WELLINGTON DIAS FERNANDES,18655.57,VEREADOR,789
IZABEL TEIXEIRA CAMPOS,18567.57,VEREADOR,466
MARIA JOSÉ GOMES,18543.18,VEREADOR,416
ELIANA LEONEL DA SILVA SOUSA DE ALMEIDA,18538,VEREADOR,94
EUNICE RODRIGUES MOREIRA,18538,VEREADOR,88
MARLUCIA PEREIRA DOS SANTOS,18538,VEREADOR,19
NILZA CRISTINA GOMES DOS SANTOS,18493.66,VEREADOR,449
ALMEIDA FERREIRA DA SILVA,18480,VEREADOR,2092
MARLUCE RIBEIRO DA SILVA,18422.16,VEREADOR,36
REINALDO ALVES DOS SANTOS,18400,VEREADOR,866
MOISÉS ROSSI,18368.7,VEREADOR,514
ROGERIO RODRIGUES GONCALVES,18342,VEREADOR,296
ERASMO CARLOS COSTA BARROS,18339,VEREADOR,793
MARCOS ANTONIO ANDRADE MIRANDA,18330,VEREADOR,2714
ABADIAS SOUZA DO NASCIMENTO DAMASCENO,18301.22,VEREADOR,720
WANDERLEY MARTINS DA SILVA,18262.8,VEREADOR,91
SANDRA HELENA COSTA MILAGRE,18210,VEREADOR,537
EDUARDO MAURICIO DE ARAUJO,18200,VEREADOR,113
SAULO BUDIN,18174.36,VEREADOR,495
GETULIO ANDRADE BORGES,18118.699999999997,VEREADOR,1517
CLEIA MARIA LIRA ROCHA MACHADO,18050,VEREADOR,703
IRON ROSAL DE ALMEIDA,18023,VEREADOR,253
INOCENCIO GONÇALVES DE SOUZA,18015.940000000002,VEREADOR,686
EDMILSON ALVES DA SILVA,18000,VEREADOR,120
SILVANIO MANDUCA,18000,VEREADOR,215
MACIEL OLIVEIRA BATALHA,17996.28,VEREADOR,914
DIEGO RODRIGUES DA SILVA ARANTES,17947.5,VEREADOR,315
CARLOS EDUARDO COSTA SANTOS VIANA,17900,VEREADOR,272
SILVIO MARQUES DE ARAUJO,17893.89,VEREADOR,211
SERGIO COUBE BOGADO NETO,17890.5,VEREADOR,862
LUCILENE DA SILVA SOUSA,17885,VEREADOR,165
ADERALDO CUNHA BARCELOS,17837.489999999998,VEREADOR,570
ELISANGELA DE PAULA VALADARES DE SOUZA,17818.35,VEREADOR,210
FLORIANO DE SOUSA LOBO,17815.28,VEREADOR,332
JEAN CARLOS MATOS,17813.489999999998,VEREADOR,171
MARIA PEREIRA NUNES DE OLIVEIRA,17800.39,VEREADOR,562
IVANE CAMPOS MENDONÇA,17709.3,VEREADOR,211
MARQUES NUNES DE AZEVEDO,17701.5,VEREADOR,160
JOSE OSIRES MELO CECILIO,17700,VEREADOR,901
PATRICIA ARAUJO DE SOUZA,17670.65,VEREADOR,152
SILVIA APARECIDA ROSA,17652.32,VEREADOR,889
LUCAS FERREIRA DE BRITO,17650.339999999997,VEREADOR,399
JOSE BATISTA JUNIOR,17609.36,VEREADOR,388
ADRIANO MOREIRA DE SOUSA,17571.91,VEREADOR,1063
LORENZO CAMPOS DE CASTILHO,17571.33,VEREADOR,220
MATEUS HENRIQUE CARDOSO,17478.2,VEREADOR,331
DJALMA ALVES DA CUNHA,17452.7,VEREADOR,647
DEGMAR JACINTO PEREIRA,17450,VEREADOR,388
ADILSON BRAZ DA ROCHA,17449,VEREADOR,218
MARIA FERREIRA DE ALMEIDA SILVA,17431.46,VEREADOR,424
CARLOS ROBERTO SOARES DA SILVA,17395,VEREADOR,315
ROBERTO CARLOS TEIXEIRA NUNES,17372.97,VEREADOR,186
FERNANDA BATISTA DE PAULA,17363.54,VEREADOR,326
FLAUSINO DOMINGOS DA SILVA NETO,17361.38,VEREADOR,816
RIVADAVIA JAYME,17330,VEREADOR,320
ADÃO BARROS NOGUEIRA,17298.5,VEREADOR,187
DANIEL DE SOUSA LIMA,17285.92,VEREADOR,572
REMI BERNARDES DA SILVA,17214.23,VEREADOR,116
RENATO UBALDINO MAGALHAES,17212,VEREADOR,555
DIEGO FERREIRA PINTO VELOSO,17101.84,VEREADOR,575
PAULO SERGIO DE CARVALHO MUNIZ,17101,VEREADOR,460
MARIA MADALENA DE FARIA,17097.77,VEREADOR,15
MARIA MARCIA SILVA,17075.809999999998,VEREADOR,120
DEUSMAR BARBOSA DA ROCHA,17025.2,VEREADOR,1275
VALMIR MARTINS RIBEIRO,17001.48,VEREADOR,190
NEILSON COSTA DE FARIAS,16976.35,VEREADOR,152
KARLA VIEIRA FERREIRA DE SOUSA,16966.66,VEREADOR,127
RAFAEL MONTEIRO DE LIMA,16966.3,VEREADOR,461
MARCUS ANTONIO MOURA SILVA,16946.5,VEREADOR,1047
WORLEM KENEDY ALVES DE JESUS,16935.239999999998,VEREADOR,347
EDUARDO TOME DOS SANTOS,16925,VEREADOR,182
JÚNIO SIMÕES NEIVA,16912,VEREADOR,311
ELAINE NERY DE SOUZA DUARTE,16870.92,VEREADOR,306
AGUINEL LOURENÇO DA FONSECA FILHO,16864.710000000003,VEREADOR,593
JULIANNA SILVA DE OLIVEIRA,16846.33,VEREADOR,302
ROBERT MACHADO MESQUITA LIMA,16839.17,VEREADOR,361
GEOVANIA ANDREA RIBEIRO DA SILVA,16800,VEREADOR,172
EDINEIDE FERREIRA DE CASTRO,16781.6,VEREADOR,799
ITAMAR MARTINS GOMES,16770,VEREADOR,56
MÁRCIA BARBOZA MARTINS MESQUITA,16762,VEREADOR,398
EUDES CARDOSO ALVES,16760,VEREADOR,1814
SOLANGE FERNANDES DE CARVALHO SILVA,16705.5,VEREADOR,259
RITA DE CASSIA PEREIRA DA SILVA,16701.34,VEREADOR,211
LESSANDRA MAIONE FIGUEREDO,16700,VEREADOR,329
DALZIREI PEREIRA MACHADO,16667.980000000003,VEREADOR,119
VINICIUS VILELA OLIVEIRA,16667.5,VEREADOR,649
ANDRÉ FERNANDES MACHADO,16640,VEREADOR,265
THIAGO ARAUJO PEREIRA,16639.69,VEREADOR,155
JESUS FERREIRA FRANÇA,16627.510000000002,VEREADOR,410
GILBERTO DE JESUS PESSOA,16617.53,VEREADOR,478
EDMAR FERREIRA DE ANDRADE,16596.3,VEREADOR,443
MARIANE MORATO STIVAL,16576.62,VEREADOR,1023
STEPHANY SOUSA NASCIMENTO,16570.9,VEREADOR,44
MARIA JOSE COSTA PEREIRA,16501.85,VEREADOR,547
JOSÉ MATHEUS OLIVEIRA LEITE DLUGOLENSKI DE FREITAS,16487,VEREADOR,474
DIGNEI BATISTA FARIAS,16484.7,VEREADOR,891
TATIANA CARVALHO SANTOS SANDES,16480,VEREADOR,86
SIDEMAR DE SOUZA,16451.3,VEREADOR,364
RILDO GOMES DA SILVA,16447.45,VEREADOR,441
JOSE DIVINO DOS SANTOS,16429,VEREADOR,483
ROGERIO RIBEIRO DA SILVA,16407,VEREADOR,983
ANDREI ROCHA TELES,16400,VEREADOR,540
MARCELO RODRIGO GOMES,16391.33,VEREADOR,503
IZANIA MEDEIROS E SILVA RAMOS,16350,VEREADOR,81
LÚCIA DARCK GRACIANA PEREIRA,16347.57,VEREADOR,44
FERNANDO CARLOS PINTO JUNIOR,16341.82,VEREADOR,160
ISABEL PEREIRA DA SILVA,16303.029999999999,VEREADOR,11
CARLONE ALVES DE ASSIS,16282.86,VEREADOR,748
EVERSON RORIZ,16281,VEREADOR,703
FRANK DENIS COSTA MIRANDA,16273.92,VEREADOR,628
FRANCISCO MARCOS BARBOSA GOMES,16272,VEREADOR,911
ALDIVO PEREIRA DE ARAUJO,16249,VEREADOR,2390
FLAVIO DA SILVA PEREIRA,16235,VEREADOR,509
CARLOS ANTÔNIO BORGES DE ALMEIDA,16226.3,VEREADOR,358
RONALDO MARINHO DO NASCIMENTO,16193.710000000001,VEREADOR,328
ÍTALA CRISTINA SILVA CHAVES,16140,VEREADOR,272
RAFAEL LYRA BARBOSA NOGUEIRA,16105.85,VEREADOR,634
UCLEIDE DE CASTRO BUENO,16105,VEREADOR,1207
LUIZ CARLOS DE ARAUJO VALENTE,16076.33,VEREADOR,575
FRANCISCO OLIVEIRA ZICA,16062.5,VEREADOR,602
JEFTER JOSÉ DA SILVA DWORNIK,16062.5,VEREADOR,103
FRANCISCO PLÁCIDO CUNHA,16027.5,VEREADOR,856
ROBERTO LUIS MARQUES,16016.37,VEREADOR,732
SAUL VALADARES DE ALMEIDA,15952.08,VEREADOR,117
JOAO FERREIRA GUIMARAES,15914.68,VEREADOR,1950
WELLINGTON BARBOSA,15901.67,VEREADOR,315
RAFAEL MIRANDA SANTOS,15865.99,VEREADOR,576
JAIR MOREIRA DA SILVA,15846.5,VEREADOR,276
ROSA MARIA DAS GRACAS BUCAR,15838.32,VEREADOR,237
RENATA PIRES DE SOUZA,15812.119999999999,VEREADOR,134
RAPHAEL PIRES TEIXEIRA,15760,VEREADOR,309
ELVERTON ANTÔNIO DE OLIVEIRA,15750,VEREADOR,472
THIAGO CORREIA MEIRELES,15746,VEREADOR,104
JOSE EDUARDO DA SILVA BATISTA,15739,VEREADOR,609
AILTON PEDRO DA COSTA,15702,VEREADOR,485
MARCILENE DUARTE FEITOSA,15700,VEREADOR,17
MOISES BIZERRA VIDAL,15700,VEREADOR,278
ÁTILA BERNARDES CARNEIRO MARQUES,15666.9,VEREADOR,1275
DIEISON DE LIMA RODRIGUES,15653,VEREADOR,916
ADRIANA FURTADO DE OLIVEIRA,15641.920000000002,VEREADOR,25
LOURDIVINO CANDIDO SOARES,15635.960000000005,VEREADOR,519
TARCIO RIBEIRO DE PAULA,15626.84,VEREADOR,321
EURIPEDES PORFIRIO DA SILVA,15606.8,VEREADOR,105
ANTONIO FERREIRA DE BRITO,15600,VEREADOR,1252
APULCHRO JOSE DA SILVA,15576.3,VEREADOR,327
MARCIO SIQUEIRA FERREIRA,15571.43,VEREADOR,877
ROSANE ALVES SANTANA,15563.9,VEREADOR,251
DANIELLE BEZERRA DA SILVA LIMA,15553,VEREADOR,262
FRANCISCO RAIMUNDO OLIVEIRA DE SOUSA,15547.380000000001,VEREADOR,773
JOÃO MANOEL FELIZARDO,15539.02,VEREADOR,681
JULIDELMA CAMPOS LOURENA,15502.68,VEREADOR,60
EMILIA BUENO GOMES GONÇALVES,15500,VEREADOR,171
JOSÉ INÁCIO FARIAS DE ABREU,15500,VEREADOR,131
LUCIA JOSE CORREIA SILVA,15500,VEREADOR,14
MARIA NEIDE DA FONSECA XAVIER,15482.5,VEREADOR,563
FRANCISCO ALVES CRAVEIRO,15465,VEREADOR,892
SUENDER TEODORO DA SILVA,15450,VEREADOR,1189
PEDRO TELES NETO,15420.2,VEREADOR,268
JAMES RIBEIRO DE FARIAS,15394.6,VEREADOR,1157
MATHEUS FARIA GONZAGA DE MENEZES,15375,VEREADOR,124
VALÉRIA NAZARÉ SILVA PEIXOTO,15370,VEREADOR,289
JOAO DE LIMA SANTANA,15360,VEREADOR,1331
SUAIR TELES MIRANDA,15335.26,VEREADOR,480
ALAIN CASSIO GULTIERES DOS SANTOS,15300,VEREADOR,560
MARIA APARECIDA DA SILVA,15272.92,VEREADOR,1390
GUILHERME AZAMBUJA CASTELO BRANCO,15270,VEREADOR,196
ABILENE LYRA DIAS PEREIRA MARTINS,15250.9,VEREADOR,370
ELAINE APARECIDA DE FREITAS,15250,VEREADOR,294
MARIA CRISTINA FREITAS DA SILVA,15250,VEREADOR,89
DOMINGOS PAIVA RODRIGUES,15244.9,VEREADOR,1696
MARIA JOSÉ DE SOUSA FERREIRA,15240,VEREADOR,64
RENATO RODRIGUES DA SILVA,15155.35,VEREADOR,153
SELYMARE SALGADO PEREIRA GOMES,15133.01,VEREADOR,773
JOAO CESAR ANTONIO PEREIRA,15120.12,VEREADOR,1635
EDNEY DOMINGUES MARTINS,15119.5,VEREADOR,665
LARA MISZTELA DOS SANTOS,15100,VEREADOR,146
JOSE PAULO DE FREITAS SILVA,15090,VEREADOR,159
LUCIANA FÁTIMA CASTRO CUNHA,15086.96,VEREADOR,189
MAILDE GOMES PEREIRA PAULA,15060,VEREADOR,521
THAIS DE OLIVEIRA SOARES,15060,VEREADOR,81
MARA RÚBIA SOUZA VIEIRA,15053.36,VEREADOR,172
PAULO ADRIANO NUNES MIRANDA,15050,VEREADOR,126
ANA LUIZA GUIMARÃES PEREIRA,15032.64,VEREADOR,171
VALDEIR ALVES DA SILVA,15023.33,VEREADOR,317
ANGELA MARIA PEREIRA CUNHA,15000,VEREADOR,125
ANGELICA MAGALHÃES FERREIRA,15000,VEREADOR,38
ANTÔNIO MARCUS ALVES DA SILVA,15000,VEREADOR,98
EMIVALDO NOLETO ROCHA,15000,VEREADOR,77
JORGINA MARIA DAS DORES,15000,VEREADOR,189
KATYELE DE SOUSA LEITE,15000,VEREADOR,31
LEONARDO PROTASIO EVANGELISTA DA ROCHA,15000,VEREADOR,132
MARCONI JOSE CRUZ,15000,VEREADOR,148
PAULA DE OLIVEIRA MILHOMEM,15000,VEREADOR,288
WALTEIR DIAS PEREIRA,15000,VEREADOR,464
DEVANIR NOVELLINO DE OLIVEIRA,14990.919999999998,VEREADOR,142
EDNA MARIA ABREU SANTOS,14981.82,VEREADOR,33
SILVIANE LEMES FLEURY,14951,VEREADOR,146
LUIZ ALVES DE OLIVEIRA,14950,VEREADOR,1411
KELCY JANY FARIA SILVA,14941.3,VEREADOR,579
WELLINGTON GIL DOS SANTOS,14922.580000000002,VEREADOR,70
NEUSA JACINTO DINIZ,14920.279999999999,VEREADOR,280
JOSIENE ANGELICA DE JESUS,14917.52,VEREADOR,63
WALTHAM ROBERTO GLORIA,14911.48,VEREADOR,400
THAIS GOMES DE SOUZA,14902.5,VEREADOR,2493
RICARDO DE OLIVEIRA CARNEIRO,14890.15,VEREADOR,281
DEOVANIR PACIFICO DE OLIVEIRA,14854.72,VEREADOR,158
PAULO KLEY DE ARAUJO FERREIRA,14850.15,VEREADOR,226
KILVIA ALVES DOS SANTOS DE OLIVEIRA,14838.81,VEREADOR,98
ADRIANE AUGUSTA DA SILVA MORAIS,14812.130000000001,VEREADOR,49
CARLOS GOMES DE PASSOS,14804,VEREADOR,662
JAQUELINE JOSE DA SILVA,14787.5,VEREADOR,30
RONALDO OLIVEIRA DA SILVA,14750.41,VEREADOR,496
ZELIA MARIA DA SILVA,14750,VEREADOR,377
NERIVALDO SILVA DE ARAUJO,14742.45,VEREADOR,477
CARLOS HENRIQUE BORGES,14726.03,VEREADOR,1152
RUBENS MARQUES PEREIRA,14722.949999999999,VEREADOR,253
EDSON CANDIDO DE SOUZA,14720,VEREADOR,590
WILLIAN GONÇALVES FALEIRO,14705,VEREADOR,423
ELIEZER RODRIGUES LEO DE OLIVEIRA,14700,VEREADOR,457
NARAYANA GUIMARAES DE SOUZA,14700,VEREADOR,28
EUNICE FICHER DALTO,14665.35,VEREADOR,728
SEIR PEREIRA DE CASTRO,14614.26,VEREADOR,454
JAIRO SILVA NETO,14611.73,VEREADOR,401
NILZA RODRIGUES DOS REIS,14594.3,VEREADOR,154
JANDIARA CRISTINA ALCOFORADO DE SOUZA,14554.74,VEREADOR,289
LEONARDO PEREIRA MOISES,14504.66,VEREADOR,620
WENDER MAYCON PINHEIRO BORGES,14500,VEREADOR,265
ROBSON HENRIQUE DE OLIVEIRA,14485.360000000002,VEREADOR,1164
FRED PEREIRA DOS SANTOS,14480.359999999999,VEREADOR,491
ELENIR DE SOUZA NUNES,14476,VEREADOR,831
MARIA LUCIA SANTOS SILVA,14473,VEREADOR,137
CLEYTON FERREIRA LIMA,14466.41,VEREADOR,112
WAGNER OLIVEIRA SANTOS,14464.26,VEREADOR,488
MARIA BENTO DO MONTE,14460,VEREADOR,829
WESLEI HONORATO PINTO GABRIEL,14457,VEREADOR,228
DIVINO ETERNO LÁZARO,14440,VEREADOR,387
NILSON SOUSA BARBOSA,14415.5,VEREADOR,1357
WENES FERREIRA GOMES,14391.75,VEREADOR,275
EDIMAR FERNANDES DOS SANTOS,14380,VEREADOR,151
FRANCISCO ESPEDITO COSTA,14370.68,VEREADOR,510
MIGUEL ELIAS HANNA,14369,VEREADOR,720
ALINE LAYANE RIBEIRO DE OLIVEIRA,14363,VEREADOR,106
VALTENIO GONÇALVES PEREIRA,14357.03,VEREADOR,147
AILTON LOPES DE ARAUJO,14350,VEREADOR,223
LOURIVALDO VIEIRA DE SOUZA,14327.08,VEREADOR,33
ODENIR MOUREIRA DA SILVA,14322.73,VEREADOR,195
NILTON CESAR DOS SANTOS,14320,VEREADOR,812
EDIMAR RODRIGUES VIEIRA,14306,VEREADOR,660
JAMAL SUBHI BAKER,14296.5,VEREADOR,691
ARCILON DE SOUSA FILHO,14288.470000000001,VEREADOR,611
ALESSANDRA DE JESUS HONORATO,14250,VEREADOR,52
MARIZA DE PAULA PIMENTA,14245.2,VEREADOR,234
ROBSON RIBEIRO CAMPOS,14244.6,VEREADOR,553
AGNALDO JOSÉ ALVES,14230,VEREADOR,231
FRANCISCO DOMINGOS FILHO,14225.2,VEREADOR,255
JOAO GUALBERTO CARNEIRO DE SOUSA,14202.08,VEREADOR,55
DIVINO JOSE DOS SANTOS JUNIOR,14183,VEREADOR,672
ANTONIO DAS GRAÇAS SABINO,14146.35,VEREADOR,54
RODOLFO FERRO DE MORAES,14144.5,VEREADOR,201
MAURO DE PAULA SILVA,14097.87,VEREADOR,1517
CICERO BERTOLDO NASCIMENTO SOUSA,14068.95,VEREADOR,171
VANIA ILIDIA COELHO,14007.5,VEREADOR,135
VANDEVAL FLORISBELO DE AQUINO,13943.33,VEREADOR,905
DIEGO BRUNO SILVA DANTAS,13925,VEREADOR,546
SYLVIA MARIA DUARTE,13914.970000000001,VEREADOR,464
BRUNO DA SILVA CAVALCANTE,13913.5,VEREADOR,194
MATTEUS HENRIQUE PRADO,13900,VEREADOR,853
ADAO JOSE FERREIRA,13860,VEREADOR,153
NILTÔNIO CARRIJO FLORES,13801.3,VEREADOR,275
CARLOS JOSE VAZ DA SILVA,13800,VEREADOR,385
DIOGO DE SOUZA OLIVEIRA,13785.4,VEREADOR,574
CLAYTON WANDER GONÇALVES QUEIROZ,13785.36,VEREADOR,188
SERGIO LUIZ RODRIGUES FERREIRA,13769.51,VEREADOR,143
RENATA ADRIANA DE FREITAS ALMEIDA,13767.87,VEREADOR,127
GILMAR ANTONIO NETO,13753.32,VEREADOR,1270
SEBASTIANA FERREIRA DA COSTA,13724,VEREADOR,274
MARINA SILVEIRA MARTINS,13700,VEREADOR,1505
JAIR HUMBERTO DA SILVA,13668.33,VEREADOR,1150
ADAIR PEREIRA DOS SANTOS,13630,VEREADOR,107
ANA PAULA ARAÚJO PAZCHEUCO,13630,VEREADOR,173
LUIZ FERNANDO PEREIRA BARBOSA,13630,VEREADOR,14
WANDER DE PAIVA SILVA,13630,VEREADOR,28
JOSE ANTONIO DA SILVA,13611.710000000001,VEREADOR,201
ANA ROBERTA MARTINS VALADARES REIS,13600,VEREADOR,265
ADRIANO PIMENTA MARQUES,13584,VEREADOR,392
MARCELITA MANZE,13575.36,VEREADOR,418
JOAQUIM CUSTÓDIO DA CRUZ,13562.5,VEREADOR,111
EURIPEDES CORREIA DOS SANTOS,13547.5,VEREADOR,229
ERIVELSON BORGES FILHO,13522.5,VEREADOR,1279
HUGNEY BORBA BONILHA,13520,VEREADOR,110
MEIRANY GONÇALVES DOS REIS,13501.4,VEREADOR,458
FABIANE CHEYENNE PIMENTA SILVA,13500,VEREADOR,598
GILSON FERREIRA VIEIRA,13500,VEREADOR,549
MARCOS VINICIUS CESARIO DE CASTRO,13500,VEREADOR,477
SONIA APARECIDA PRADO NAVES,13500,VEREADOR,107
ALCION GONÇALVES DE OLIVEIRA,13493.74,VEREADOR,769
JOÃO RODRIGUES DA COSTA,13492.93,VEREADOR,172
LINDOMAR INACIO DE PAULO,13455.029999999999,VEREADOR,140
JAKSON DE MELO SILVA,13440,VEREADOR,93
PAULINHO HOFF,13436.07,VEREADOR,213
IRISMAR RIBEIRO GONÇALVES RINCON,13430.23,VEREADOR,284
MARA LOULI MESQUITA,13420.359999999999,VEREADOR,128
RAFAEL CARVALHO DE BRITO,13411.48,VEREADOR,197
KLEYTON BANDEIRA DE ARAÚJO,13390.78,VEREADOR,735
MAURICIO FERRAZ ABADE,13387.17,VEREADOR,130
AGNALDO DE FRANCA NASCIMENTO,13350.2,VEREADOR,183
LINEIA TAVARES TEOFILO,13340,VEREADOR,498
GUILHERME NEVES ALENCAR DOS SANTOS,13333.4,VEREADOR,810
MICHELLY OLIMPIA VAZ,13314.939999999999,VEREADOR,51
MARCIO GLEYSON SILVA DE BITTENCOURT,13312.119999999999,VEREADOR,189
EDSON CARLOS RAMOS,13300,VEREADOR,29
EDILSON FERREIRA DA SILVA,13299,VEREADOR,1799
RAFAEL SILVA VIANA,13295,VEREADOR,659
ANA KAROLYNE DE SOUSA SANTOS,13291,VEREADOR,53
JUAREZ TEIXEIRA DOS SANTOS,13250,VEREADOR,416
GLEITON LUIZ ROQUE,13244.93,VEREADOR,494
WALKER ANTONIO RODRIGUES DE QUEIROZ,13240,VEREADOR,824
MARIA MADALENA MEDEIROS SILVA,13234.67,VEREADOR,244
WELINGTON FAUSTINO FERNANDES DA SILVA,13208.679999999998,VEREADOR,525
ZELIA DIANA BARBOSA,13206.67,VEREADOR,409
PAULO ROBERTO DE OLIVEIRA,13169.35,VEREADOR,786
PABLO ROCHA MAGELA,13164.33,VEREADOR,526
KLEBER CUSTODIO CARRIJO,13157.44,VEREADOR,297
HEDES PEREIRA DA SILVA,13146.570000000002,VEREADOR,542
EULANE MARQUES FERREIRA,13127.5,VEREADOR,100
CARLOS ANTONIO DOS SANTOS,13114.25,VEREADOR,1272
ENERON SILVA DE ANDRADE,13100,VEREADOR,270
PATRIK RODRIGUES DE OLIVEIRA,13096.5,VEREADOR,330
GILMAR SILVA SANTOS,13076.12,VEREADOR,389
